,predicted_rating
33313,6.094651
33314,5.7365317
33315,6.357702
33316,5.3088145
33317,5.4152546
33318,4.935026
33319,5.0292277
33320,6.7086697
33321,6.113871
33322,7.0447974
33323,4.3056784
33324,6.3067865
33325,6.0053115
33326,6.5115523
33327,5.988549
33328,5.1485724
33329,6.60961
33330,6.636977
33331,6.700859
33332,6.246597
33333,5.768297
33334,7.6335444
33335,7.867526
33336,6.578262
33337,6.373554
33338,5.576345
33339,3.1238952
33340,6.4047894
33341,4.761418
33342,5.6890903
33343,6.6558714
33344,7.2163258
33345,6.16437
33346,6.832812
33347,5.3732624
33348,6.036575
33349,5.936411
33350,5.6405807
33351,6.045347
33352,5.239692
33353,5.6542406
33354,7.5035634
33355,5.300676
33356,5.7958035
33357,5.722059
33358,3.988727
33359,6.3542204
33360,6.407867
33361,6.246985
33362,6.2312226
33363,5.355277
33364,5.451126
33365,6.3311396
33366,4.8373485
33367,5.882604
33368,5.4921627
33369,5.7294664
33370,5.8942924
33371,6.6715074
33372,4.279512
33373,6.164504
33374,5.7209754
33375,6.5377207
33376,5.790615
33377,5.3618917
33378,6.4463315
33379,6.780452
33380,5.8359737
33381,6.2272706
33382,5.5314837
33383,5.626156
33384,7.534587
33385,5.1411476
33386,7.2494507
33387,5.363645
33388,7.3926516
33389,6.0361786
33390,6.49875
33391,6.492156
33392,4.914158
33393,5.3679833
33394,5.6985245
33395,6.102195
33396,6.3927975
33397,6.648379
33398,6.043958
33399,5.788888
33400,6.3583026
33401,4.382759
33402,4.901486
33403,6.0419517
33404,6.9630013
33405,7.029034
33406,6.7539473
33407,4.8987803
33408,6.826027
33409,5.919253
33410,5.703352
33411,6.757112
33412,3.611
33413,5.929053
33414,7.006288
33415,5.6258965
33416,5.989166
33417,6.035016
33418,5.786659
33419,6.7221394
33420,5.187908
33421,6.7104063
33422,5.8342576
33423,7.203096
33424,7.1755857
33425,4.880285
33426,6.618989
33427,5.95238
33428,6.178326
33429,6.481164
33430,4.291029
33431,6.1275415
33432,5.392956
33433,6.9296227
33434,5.356358
33435,6.268067
33436,6.0845923
33437,6.019014
33438,6.4185567
33439,6.4366865
33440,6.91401
33441,6.0843053
33442,5.046259
33443,5.676611
33444,5.987084
33445,6.067668
33446,6.0322366
33447,5.000276
33448,6.9523535
33449,6.480148
33450,6.1348777
33451,6.2589784
33452,5.251495
33453,5.536331
33454,5.615914
33455,6.194109
33456,4.2863445
33457,5.0187135
33458,6.050465
33459,5.8096523
33460,5.8531594
33461,6.0386224
33462,6.354288
33463,6.301714
33464,6.564567
33465,5.5455375
33466,5.9237394
33467,5.892568
33468,5.060209
33469,6.588818
33470,6.2437687
33471,5.021993
33472,5.387728
33473,5.954104
33474,5.76688
33475,4.5496883
33476,4.9553127
33477,6.8437696
33478,6.218364
33479,7.7311664
33480,5.833258
33481,6.1851206
33482,6.20461
33483,5.4077334
33484,7.155859
33485,6.033967
33486,4.147047
33487,6.3312907
33488,6.870951
33489,4.039181
33490,7.6828055
33491,4.5820847
33492,6.1886845
33493,5.88672
33494,6.1538467
33495,6.029201
33496,5.671651
33497,6.4934974
33498,5.4178185
33499,5.276481
33500,3.5435002
33501,5.911322
33502,6.403973
33503,6.426021
33504,5.6631665
33505,7.2272696
33506,5.492054
33507,4.54702
33508,4.339799
33509,5.8892326
33510,6.077433
33511,5.081542
33512,5.086815
33513,5.8227706
33514,7.136149
33515,4.64493
33516,5.0748453
33517,6.484538
33518,5.9872913
33519,6.0629063
33520,5.754956
33521,5.4593287
33522,6.633312
33523,7.108448
33524,6.750285
33525,6.1412926
33526,3.6789086
33527,5.7887053
33528,5.93827
33529,5.7260556
33530,5.998814
33531,6.675306
33532,6.5195127
33533,5.562047
33534,4.0390477
33535,5.1232347
33536,5.691395
33537,5.8963056
33538,6.207587
33539,5.689362
33540,6.3794847
33541,4.676788
33542,6.62949
33543,6.709383
33544,5.4309807
33545,6.4140277
33546,6.415474
33547,4.4374213
33548,4.987341
33549,5.8559937
33550,5.073305
33551,5.768134
33552,6.006843
33553,6.480313
33554,5.4547286
33555,6.068928
33556,6.141385
33557,6.332166
33558,4.301447
33559,4.8517447
33560,6.122329
33561,6.105976
33562,4.0745115
33563,7.197872
33564,6.2816744
33565,5.5030212
33566,5.201137
33567,5.795509
33568,4.5267806
33569,5.7825456
33570,5.8300323
33571,4.558486
33572,4.250434
33573,7.1064944
33574,4.1566486
33575,6.2425895
33576,5.927159
33577,4.027918
33578,6.2242303
33579,6.7008286
33580,5.2217894
33581,7.474083
33582,5.257177
33583,3.8941164
33584,6.3299294
33585,3.7270465
33586,6.3989573
33587,5.0879197
33588,6.006454
33589,4.632608
33590,6.0101633
33591,6.754241
33592,6.8654532
33593,5.922594
33594,5.5345974
33595,6.337745
33596,4.863239
33597,5.9009395
33598,6.087829
33599,5.3682475
33600,6.3195143
33601,6.3574934
33602,5.227796
33603,5.3368745
33604,4.7148247
33605,6.2575197
33606,6.003605
33607,4.8412085
33608,6.872938
33609,6.380798
33610,7.258963
33611,6.5850196
33612,5.924186
33613,6.251439
33614,4.012731
33615,6.348737
33616,5.481885
33617,4.6741767
33618,6.2527122
33619,5.0938854
33620,4.6740956
33621,5.5498204
33622,6.1249394
33623,5.069314
33624,6.8256073
33625,6.0423865
33626,5.7337155
33627,5.889911
33628,6.74276
33629,4.7767134
33630,6.0135846
33631,5.711629
33632,3.7354789
33633,6.565014
33634,5.622517
33635,7.4903946
33636,6.4256387
33637,6.4887094
33638,5.0396833
33639,5.317104
33640,6.396184
33641,6.3852096
33642,5.8013697
33643,4.8358116
33644,4.853798
33645,6.1624765
33646,5.958607
33647,5.029019
33648,6.545027
33649,3.9041173
33650,5.9849143
33651,6.1435475
33652,5.7666016
33653,5.6630316
33654,6.7768836
33655,5.201269
33656,6.6843786
33657,5.1237426
33658,6.6375976
33659,5.3137374
33660,6.3292375
33661,6.5950184
33662,6.1357603
33663,5.3726273
33664,6.3625298
33665,6.0808606
33666,6.173055
33667,5.8614736
33668,4.6155796
33669,6.180308
33670,6.360467
33671,6.264222
33672,7.195564
33673,6.4108357
33674,7.289214
33675,6.466387
33676,5.9572735
33677,5.368022
33678,7.5639124
33679,6.578857
33680,5.23137
33681,6.3889947
33682,4.920433
33683,6.2209287
33684,5.325654
33685,6.446812
33686,5.2812605
33687,5.9879527
33688,6.0717754
33689,6.402557
33690,5.0270543
33691,5.391775
33692,5.752208
33693,5.9849644
33694,6.2122364
33695,5.8847947
33696,5.3848395
33697,6.1678514
33698,6.876304
33699,5.585641
33700,4.986869
33701,5.3507237
33702,6.0397606
33703,5.7877107
33704,6.1749434
33705,5.7758636
33706,5.2841644
33707,5.9323335
33708,6.3024707
33709,6.4438753
33710,6.6847157
33711,5.99842
33712,3.4564216
33713,5.742105
33714,5.132251
33715,5.9550915
33716,6.491312
33717,5.6453114
33718,6.1956606
33719,6.9269814
33720,6.350105
33721,3.6837904
33722,5.6465063
33723,5.6160126
33724,5.8595395
33725,5.5929704
33726,5.954833
33727,4.4069138
33728,6.4015484
33729,5.8560486
33730,5.7491903
33731,5.6505823
33732,5.625042
33733,6.5482063
33734,6.366022
33735,5.452038
33736,6.791559
33737,6.039836
33738,5.2485733
33739,6.2002435
33740,7.0272074
33741,7.329704
33742,5.246399
33743,5.110081
33744,6.405764
33745,5.9164605
33746,5.6411514
33747,5.9175677
33748,5.516005
33749,5.4004545
33750,4.887516
33751,5.897311
33752,6.729286
33753,5.502471
33754,6.3667197
33755,4.837401
33756,5.6329813
33757,5.12844
33758,5.181275
33759,5.8226056
33760,6.162128
33761,5.761954
33762,7.0831814
33763,5.7194633
33764,5.5053554
33765,5.8110976
33766,6.351558
33767,6.5258985
33768,6.035155
33769,6.93728
33770,6.2417393
33771,6.1552835
33772,3.6743028
33773,5.889762
33774,5.099623
33775,5.846906
33776,4.695258
33777,6.315935
33778,6.2875643
33779,6.5616555
33780,6.2849646
33781,5.4234133
33782,6.468473
33783,6.2545424
33784,5.929903
33785,5.1006117
33786,6.3535433
33787,5.705767
33788,5.3247614
33789,6.505886
33790,6.0732265
33791,5.4987636
33792,5.722276
33793,4.468937
33794,5.963265
33795,6.5200853
33796,6.034041
33797,6.076185
33798,6.3806496
33799,5.8465877
33800,5.161925
33801,6.3308635
33802,5.6404
33803,5.804993
33804,7.290651
33805,6.5739846
33806,4.6653357
33807,6.332994
33808,6.168298
33809,6.821171
33810,5.3347654
33811,6.4879704
33812,4.4591885
33813,5.5734534
33814,7.39407
33815,5.8759265
33816,5.6425633
33817,5.9830494
33818,6.869647
33819,6.7284627
33820,6.450474
33821,6.393479
33822,7.249464
33823,6.087109
33824,5.5414424
33825,5.2092786
33826,7.8139515
33827,5.6077604
33828,4.8593545
33829,7.5036283
33830,4.9269495
33831,6.0865254
33832,5.8212733
33833,6.882007
33834,5.097579
33835,5.3458457
33836,7.0456305
33837,7.173113
33838,5.896532
33839,4.2195234
33840,6.24366
33841,6.8807425
33842,6.4148197
33843,6.3364034
33844,6.047534
33845,5.6964555
33846,5.9935665
33847,6.1527395
33848,5.070191
33849,5.3785315
33850,6.376773
33851,6.232249
33852,5.9428234
33853,5.4929714
33854,6.3057613
33855,5.266204
33856,5.007341
33857,5.0304165
33858,5.1068273
33859,5.6729226
33860,6.4130263
33861,5.6138167
33862,3.7519443
33863,5.5643697
33864,6.197769
33865,6.164182
33866,6.3826013
33867,6.480817
33868,6.3993344
33869,6.7893224
33870,7.228063
33871,5.505223
33872,3.9260023
33873,6.26178
33874,5.164671
33875,6.1469955
33876,7.0137997
33877,6.414723
33878,6.027515
33879,6.392764
33880,4.907736
33881,6.281446
33882,5.60383
33883,6.120376
33884,6.9666014
33885,6.0178814
33886,4.9775414
33887,5.5679517
33888,5.8088765
33889,4.797288
33890,5.6330247
33891,5.0997443
33892,5.8232703
33893,6.480731
33894,5.2524405
33895,5.8373904
33896,5.6047177
33897,5.374671
33898,5.2754383
33899,6.014929
33900,5.6424246
33901,3.9850707
33902,7.3323917
33903,5.793454
33904,5.089266
33905,4.7778883
33906,5.598463
33907,6.9245048
33908,6.3677473
33909,6.8638144
33910,5.3932586
33911,6.6653814
33912,6.6006265
33913,5.336311
33914,6.900808
33915,6.024906
33916,6.150939
33917,6.1441197
33918,6.9754515
33919,5.936818
33920,5.582087
33921,6.3727016
33922,6.0238495
33923,5.4781046
33924,5.421473
33925,6.2268596
33926,6.31633
33927,4.361377
33928,6.2205377
33929,5.5376525
33930,5.7722144
33931,5.8804507
33932,5.8645453
33933,6.641687
33934,6.4297047
33935,4.8829603
33936,6.5819154
33937,6.151474
33938,5.8272543
33939,6.443777
33940,4.739697
33941,6.8578873
33942,6.520299
33943,5.8373423
33944,6.1700015
33945,6.167194
33946,6.3583493
33947,5.0573378
33948,6.9625487
33949,6.2271514
33950,6.837638
33951,6.4874725
33952,6.0602574
33953,6.190345
33954,5.9086866
33955,5.3173413
33956,6.345165
33957,4.3994074
33958,6.248715
33959,6.4634285
33960,5.1358004
33961,6.4494414
33962,5.1654797
33963,5.0629487
33964,6.076589
33965,5.969522
33966,5.878694
33967,6.3547235
33968,5.9191084
33969,6.002967
33970,5.124416
33971,6.3449564
33972,5.802541
33973,6.1722026
33974,6.0715113
33975,6.8752723
33976,5.1326294
33977,6.2432733
33978,5.5720134
33979,5.608209
33980,5.185291
33981,5.092301
33982,5.3432665
33983,5.219527
33984,6.16237
33985,5.9629216
33986,4.848491
33987,5.7847033
33988,5.173992
33989,5.549824
33990,6.088237
33991,4.9281144
33992,6.353254
33993,4.9887366
33994,5.7265778
33995,5.612767
33996,7.111833
33997,5.7854753
33998,5.8638005
33999,5.892825
34000,7.288139
34001,5.870589
34002,6.5167694
34003,6.195565
34004,4.1060886
34005,6.3258624
34006,5.9998765
34007,7.4328723
34008,5.08268
34009,4.0663643
34010,6.793095
34011,5.7538333
34012,5.7961974
34013,5.766567
34014,7.021523
34015,5.03424
34016,6.8346324
34017,6.199669
34018,5.3598
34019,5.174406
34020,5.782287
34021,5.5175886
34022,5.920723
34023,5.6022835
34024,6.151414
34025,5.3613353
34026,6.385184
34027,5.831363
34028,5.1280913
34029,6.8399663
34030,6.7740383
34031,5.5829487
34032,6.3259025
34033,5.9403567
34034,6.2582917
34035,3.8059628
34036,6.3230243
34037,6.6553793
34038,6.082522
34039,5.372604
34040,6.962723
34041,5.789981
34042,6.0547037
34043,6.09778
34044,5.154437
34045,5.8167915
34046,6.052871
34047,5.3105173
34048,5.661771
34049,5.679492
34050,6.418882
34051,6.4198246
34052,4.99533
34053,5.6718574
34054,5.8616724
34055,6.6729746
34056,6.318425
34057,6.2408648
34058,6.4788923
34059,6.038891
34060,5.379213
34061,6.4626365
34062,6.0728464
34063,7.232493
34064,6.36236
34065,5.9679627
34066,6.1579666
34067,6.0805516
34068,6.3197722
34069,5.557358
34070,4.40174
34071,5.8126
34072,6.0109296
34073,5.1442637
34074,5.8809376
34075,5.5615926
34076,6.325844
34077,6.542449
34078,4.8996825
34079,7.680392
34080,5.9433317
34081,5.886833
34082,4.65391
34083,5.0614624
34084,5.229953
34085,6.438653
34086,4.1275005
34087,5.7499523
34088,5.773269
34089,7.140453
34090,7.620459
34091,4.738708
34092,5.498854
34093,5.901435
34094,5.8310394
34095,5.424432
34096,5.6654086
34097,6.4563975
34098,5.0217037
34099,5.3601737
34100,6.5315833
34101,4.4855556
34102,6.165344
34103,5.7294326
34104,6.6576304
34105,4.46988
34106,5.503413
34107,6.3538475
34108,4.810388
34109,7.276523
34110,6.474145
34111,5.037371
34112,5.1891894
34113,6.1335526
34114,5.908457
34115,5.7059345
34116,6.3241105
34117,4.919676
34118,7.0651054
34119,5.722558
34120,5.2012973
34121,4.814423
34122,6.602917
34123,3.7605793
34124,5.5655675
34125,5.6482334
34126,6.139099
34127,6.0488315
34128,6.8899813
34129,6.180196
34130,5.1458516
34131,4.868457
34132,6.8706136
34133,7.109753
34134,7.2683225
34135,3.9086056
34136,7.09103
34137,5.6261888
34138,6.6208076
34139,7.3541903
34140,6.2472663
34141,6.852182
34142,6.6888423
34143,5.4115195
34144,6.326492
34145,5.5001884
34146,5.675583
34147,6.070608
34148,5.56667
34149,5.774792
34150,6.398941
34151,6.1319313
34152,4.6011324
34153,6.1381946
34154,5.102184
34155,6.2263684
34156,7.077118
34157,5.0303454
34158,6.086144
34159,6.3945036
34160,6.436914
34161,7.056059
34162,6.5560102
34163,7.1381326
34164,5.4467516
34165,5.013606
34166,6.6301117
34167,6.6030803
34168,5.2704144
34169,5.8310556
34170,5.152674
34171,5.629551
34172,5.3261795
34173,4.677965
34174,5.1519985
34175,5.6367817
34176,6.575244
34177,5.871303
34178,5.8544106
34179,5.3004446
34180,3.9580808
34181,5.354841
34182,5.088081
34183,5.983249
34184,6.6218834
34185,5.7639003
34186,6.584377
34187,5.851718
34188,5.425561
34189,6.42567
34190,5.6113863
34191,5.893319
34192,5.0402203
34193,5.953021
34194,6.427637
34195,5.2998576
34196,5.990624
34197,5.684732
34198,6.210492
34199,5.803122
34200,5.4408255
34201,6.6506
34202,4.1684437
34203,6.488784
34204,6.037073
34205,5.7083297
34206,6.0363274
34207,6.4650173
34208,5.3542447
34209,5.780099
34210,5.6215014
34211,5.7828007
34212,7.0721035
34213,4.256038
34214,7.064859
34215,5.423871
34216,5.810975
34217,6.617754
34218,6.404982
34219,5.9385767
34220,5.9877105
34221,4.787927
34222,7.31984
34223,5.4456015
34224,6.0867534
34225,6.7367477
34226,5.116896
34227,5.652411
34228,4.5621233
34229,6.08628
34230,5.441376
34231,5.989507
34232,5.101218
34233,4.8247137
34234,5.161962
34235,6.4046044
34236,4.8168526
34237,6.702093
34238,6.1459827
34239,6.454678
34240,7.4334455
34241,5.6366043
34242,4.625995
34243,5.9648337
34244,6.0296583
34245,5.6613173
34246,6.187398
34247,5.4458537
34248,5.2777433
34249,5.935165
34250,4.7260423
34251,6.113441
34252,6.3387003
34253,4.860821
34254,6.0532136
34255,7.097721
34256,4.9393353
34257,5.363927
34258,6.407309
34259,6.567467
34260,6.383219
34261,5.98823
34262,4.525084
34263,5.4700594
34264,4.4010553
34265,6.344067
34266,6.0885153
34267,5.268086
34268,5.693214
34269,4.6476545
34270,5.539981
34271,6.7271485
34272,5.716649
34273,5.914717
34274,6.651216
34275,6.318195
34276,4.2434206
34277,6.0356693
34278,6.285112
34279,6.148851
34280,7.2105594
34281,6.294303
34282,5.416815
34283,5.954977
34284,7.383112
34285,6.086984
34286,6.3747926
34287,4.5329995
34288,7.1984878
34289,6.711779
34290,5.739949
34291,6.5855703
34292,6.9649677
34293,5.0707965
34294,5.900301
34295,6.8700323
34296,5.656516
34297,5.6797266
34298,5.2975836
34299,6.012568
34300,5.779495
34301,6.8814754
34302,6.0764904
34303,5.9653378
34304,6.9655175
34305,5.7272573
34306,6.296409
34307,6.150432
34308,4.7612557
34309,6.2590103
34310,5.776705
34311,6.913151
34312,6.518381
34313,6.5455446
34314,5.4794803
34315,4.5788965
34316,5.460473
34317,5.700748
34318,5.6902366
34319,5.059801
34320,6.789878
34321,6.273553
34322,6.332289
34323,6.887447
34324,5.914319
34325,6.156085
34326,6.2167163
34327,4.5835605
34328,5.042476
34329,6.339805
34330,6.733574
34331,4.713125
34332,6.367048
34333,6.1030173
34334,6.657173
34335,5.6272073
34336,5.7388
34337,6.481995
34338,5.0834947
34339,6.5267973
34340,6.2852254
34341,6.493293
34342,5.7593575
34343,5.6854496
34344,4.1460614
34345,5.889315
34346,5.5662208
34347,6.338561
34348,5.9666376
34349,5.990831
34350,6.5263076
34351,6.5793962
34352,6.737284
34353,6.2730103
34354,5.005734
34355,4.3390555
34356,6.269077
34357,6.166733
34358,5.3759484
34359,6.1136875
34360,5.7722325
34361,6.574625
34362,6.563834
34363,6.1019015
34364,5.9463916
34365,5.650209
34366,5.7305503
34367,6.073543
34368,5.3222737
34369,6.834303
34370,5.9769607
34371,5.204526
34372,6.2726264
34373,4.3510113
34374,4.975563
34375,5.8062663
34376,6.5835376
34377,6.1518126
34378,5.421054
34379,4.594439
34380,6.444568
34381,6.473546
34382,6.23981
34383,6.427308
34384,6.239339
34385,5.870181
34386,6.174054
34387,5.8100653
34388,5.8867683
34389,7.277515
34390,5.870865
34391,5.105669
34392,6.392965
34393,5.5189285
34394,7.000539
34395,6.148105
34396,5.9080157
34397,6.458682
34398,6.683198
34399,6.34333
34400,5.701836
34401,6.0584292
34402,6.665521
34403,5.436238
34404,4.935067
34405,5.761395
34406,5.8025603
34407,6.3681216
34408,5.2399936
34409,6.721766
34410,3.8268387
34411,6.1997066
34412,6.915215
34413,6.3866477
34414,5.6259465
34415,6.64848
34416,6.8222704
34417,6.5404487
34418,4.376085
34419,5.8221116
34420,6.0009437
34421,5.50879
34422,5.5930448
34423,4.107215
34424,6.2830873
34425,6.604155
34426,6.5530343
34427,4.753873
34428,6.943297
34429,5.7646728
34430,4.926446
34431,6.310662
34432,6.434582
34433,7.0088177
34434,5.022746
34435,6.7808323
34436,5.661009
34437,6.9134817
34438,6.700082
34439,6.2756376
34440,6.1837177
34441,6.1041226
34442,5.5061417
34443,5.796262
34444,6.3898563
34445,5.304673
34446,6.0226026
34447,7.295302
34448,6.0741534
34449,6.091156
34450,5.879437
34451,5.017561
34452,6.62475
34453,5.7610073
34454,5.7490096
34455,6.1487784
34456,6.1522083
34457,4.7158427
34458,7.3615985
34459,6.5155253
34460,5.460662
34461,4.8523297
34462,6.169391
34463,6.200177
34464,5.733179
34465,6.4321876
34466,6.837042
34467,6.0876703
34468,5.8848205
34469,5.983801
34470,6.2530465
34471,5.9834714
34472,6.593573
34473,4.6308627
34474,5.506757
34475,7.2360306
34476,6.815014
34477,3.6945279
34478,5.6113405
34479,6.304663
34480,6.9345016
34481,6.751109
34482,5.265544
34483,6.117789
34484,5.960677
34485,6.5193806
34486,6.521504
34487,6.8455667
34488,5.9235644
34489,6.1046224
34490,6.985353
34491,6.4394197
34492,6.8403325
34493,4.7903314
34494,6.9208455
34495,6.6274123
34496,6.075541
34497,5.8136797
34498,5.9265146
34499,4.239112
34500,5.1773896
34501,5.9313283
34502,6.4608855
34503,4.941784
34504,5.466711
34505,6.720042
34506,6.482896
34507,5.1721735
34508,5.9039106
34509,5.459674
34510,5.5708914
34511,7.150731
34512,5.424605
34513,5.5406075
34514,6.297117
34515,5.799546
34516,5.8430114
34517,6.0328403
34518,6.0812593
34519,6.1282225
34520,5.8691764
34521,5.5765915
34522,6.697783
34523,6.412646
34524,5.759743
34525,6.297131
34526,5.8212795
34527,5.48999
34528,6.5511875
34529,5.1841497
34530,5.454096
34531,6.7499957
34532,6.7259073
34533,5.616166
34534,6.6605062
34535,7.7346435
34536,6.3376966
34537,5.462854
34538,5.912175
34539,5.81549
34540,5.3177032
34541,6.1538706
34542,5.626083
34543,7.447402
34544,5.518906
34545,5.762214
34546,5.053726
34547,6.1937633
34548,6.3767796
34549,6.860141
34550,6.3786983
34551,6.922585
34552,6.328801
34553,6.109497
34554,5.142348
34555,6.6199107
34556,6.490701
34557,5.4333735
34558,5.604467
34559,5.532673
34560,8.173284
34561,6.5599184
34562,5.21922
34563,4.0534678
34564,7.3907623
34565,7.4917345
34566,5.01866
34567,5.6010823
34568,6.084861
34569,7.439371
34570,6.3485556
34571,5.5619173
34572,5.0654216
34573,6.6518483
34574,6.396225
34575,7.275321
34576,5.8041396
34577,6.070092
34578,6.339678
34579,5.540805
34580,5.4101186
34581,6.4627314
34582,3.5948267
34583,5.5122824
34584,6.064067
34585,6.9975977
34586,6.480809
34587,6.044038
34588,6.331755
34589,6.321754
34590,6.5324836
34591,4.2769938
34592,5.3558493
34593,6.4663353
34594,5.9450836
34595,5.7631364
34596,6.1738925
34597,5.1779428
34598,6.593297
34599,6.273438
34600,6.1073575
34601,5.9833546
34602,5.843238
34603,5.777038
34604,6.062778
34605,5.5588403
34606,5.8372507
34607,6.3046947
34608,7.568034
34609,6.0320487
34610,5.6979427
34611,4.0693145
34612,6.6437497
34613,6.5201797
34614,5.690127
34615,6.820958
34616,6.7097383
34617,6.0978675
34618,5.293237
34619,6.290386
34620,6.223074
34621,6.243119
34622,5.1880946
34623,5.9956155
34624,5.914897
34625,5.838107
34626,6.246411
34627,6.296244
34628,6.9045506
34629,6.6390104
34630,5.1762476
34631,5.912456
34632,6.4997087
34633,7.6298857
34634,6.5815063
34635,5.4114685
34636,5.6183276
34637,6.1183777
34638,4.869688
34639,5.490135
34640,5.991753
34641,5.9665384
34642,5.7133617
34643,5.912807
34644,5.065659
34645,7.492837
34646,7.9085093
34647,6.0129285
34648,5.9346075
34649,5.8140497
34650,5.2760324
34651,6.07589
34652,6.537817
34653,6.6936374
34654,5.8095984
34655,6.9431295
34656,6.2381973
34657,6.389735
34658,6.133659
34659,6.758175
34660,7.4323006
34661,7.041321
34662,5.625167
34663,5.825019
34664,6.173221
34665,5.8692927
34666,6.9720364
34667,5.2006135
34668,6.7414517
34669,4.827156
34670,5.6200333
34671,4.9766545
34672,6.0356293
34673,6.4572806
34674,6.52495
34675,4.9947786
34676,5.549605
34677,7.1239448
34678,5.368005
34679,6.3293414
34680,5.509153
34681,5.322824
34682,4.8880906
34683,5.0243034
34684,6.894479
34685,6.505515
34686,6.3960238
34687,6.4583397
34688,6.5697227
34689,5.958576
34690,5.6385136
34691,6.289099
34692,5.80201
34693,6.083252
34694,3.3350306
34695,5.1027393
34696,5.321599
34697,5.2359376
34698,5.796804
34699,5.2101283
34700,5.5687346
34701,5.0329375
34702,6.350403
34703,6.9944096
34704,6.2257104
34705,4.367525
34706,4.988047
34707,5.4292827
34708,5.9163613
34709,6.9696727
34710,6.2404056
34711,5.114202
34712,5.804681
34713,4.898373
34714,6.1914
34715,6.3891177
34716,5.2962537
34717,6.7065115
34718,4.6261973
34719,6.951804
34720,6.4183984
34721,5.849796
34722,5.0179224
34723,6.455385
34724,5.7275906
34725,6.157007
34726,5.4222198
34727,6.0314474
34728,6.1215014
34729,5.308136
34730,6.661729
34731,6.213391
34732,6.5935497
34733,5.406728
34734,5.808006
34735,6.380389
34736,5.973013
34737,5.813916
34738,6.1601434
34739,6.328026
34740,6.0370007
34741,5.1833863
34742,5.4046063
34743,4.3288283
34744,6.925708
34745,6.955048
34746,5.5294666
34747,6.112133
34748,5.4750347
34749,5.384119
34750,4.4412336
34751,5.0338216
34752,6.3663964
34753,5.0808816
34754,4.7802634
34755,6.3227882
34756,6.7560863
34757,6.2184496
34758,6.4887795
34759,5.297908
34760,4.818163
34761,6.0733223
34762,6.4615355
34763,5.7008247
34764,5.3216906
34765,7.0999722
34766,5.987187
34767,6.2713175
34768,5.815147
34769,5.8499146
34770,6.1389728
34771,7.832007
34772,6.4573245
34773,6.0639434
34774,5.818397
34775,6.1846633
34776,5.6678405
34777,5.5768247
34778,5.0937057
34779,5.243663
34780,6.4148498
34781,6.5194864
34782,6.560942
34783,6.8595557
34784,3.751539
34785,5.607012
34786,6.2003307
34787,4.0722666
34788,4.760246
34789,5.893387
34790,7.1570373
34791,5.327533
34792,5.774401
34793,6.116684
34794,7.605283
34795,5.8856707
34796,5.990178
34797,6.230276
34798,6.028013
34799,6.6544967
34800,5.923979
34801,6.725346
34802,6.56496
34803,5.8434114
34804,6.8666663
34805,4.169883
34806,5.8618684
34807,5.783132
34808,5.799546
34809,6.2270994
34810,6.34855
34811,5.0367107
34812,5.8457956
34813,4.098881
34814,4.9398346
34815,5.6862803
34816,6.692668
34817,5.9637103
34818,6.45062
34819,4.7175374
34820,6.3612833
34821,6.498455
34822,6.3682194
34823,5.3586087
34824,6.4334397
34825,4.7031956
34826,4.554539
34827,5.8052354
34828,6.9137726
34829,6.1446137
34830,5.8351583
34831,6.1175723
34832,6.4541473
34833,4.9503193
34834,6.6524177
34835,7.467417
34836,6.6248484
34837,5.733576
34838,3.6177955
34839,6.75572
34840,7.3722506
34841,5.5588756
34842,5.623966
34843,7.673396
34844,4.9924946
34845,7.1283746
34846,5.309353
34847,6.320158
34848,5.962427
34849,6.043834
34850,5.29757
34851,6.1948028
34852,6.8214054
34853,6.019872
34854,7.831808
34855,6.6095862
34856,5.6699595
34857,5.381759
34858,7.2505956
34859,6.2090244
34860,5.6795163
34861,6.404783
34862,6.010661
34863,6.7456985
34864,5.187046
34865,6.739022
34866,6.3250566
34867,5.9758058
34868,5.208385
34869,6.4885826
34870,6.061835
34871,5.8118153
34872,6.2820463
34873,7.137124
34874,5.755912
34875,5.3140855
34876,5.718313
34877,5.6656904
34878,6.859423
34879,5.963972
34880,6.3777623
34881,5.4197655
34882,5.9674344
34883,6.483894
34884,5.4824257
34885,6.4376287
34886,6.2346783
34887,5.637946
34888,7.997599
34889,6.785246
34890,4.4563217
34891,4.100033
34892,6.053903
34893,6.2983403
34894,4.464902
34895,6.4860506
34896,6.322774
34897,4.1811514
34898,6.2303963
34899,4.2023773
34900,6.3003263
34901,6.5221367
34902,4.5351315
34903,5.1470113
34904,6.210589
34905,6.4610963
34906,6.2215567
34907,7.049151
34908,7.1513305
34909,5.47895
34910,5.712157
34911,5.1655135
34912,6.028008
34913,6.5442734
34914,5.9954286
34915,5.9321475
34916,6.2219353
34917,5.0394464
34918,6.6790476
34919,5.4987264
34920,6.9094353
34921,5.0886984
34922,5.270288
34923,4.3210335
34924,7.7580156
34925,6.506473
34926,6.5443892
34927,6.7663126
34928,5.768559
34929,5.5395093
34930,6.042878
34931,5.1520357
34932,5.8878183
34933,5.509071
34934,4.367363
34935,5.701145
34936,6.1247835
34937,6.5804877
34938,4.8414335
34939,5.7206445
34940,7.5655437
34941,6.3246737
34942,5.559873
34943,6.746029
34944,7.0639267
34945,6.680723
34946,6.3144727
34947,5.331169
34948,5.2362833
34949,5.9548683
34950,6.174862
34951,6.926422
34952,6.7602506
